,workclass,education-num,marital-status,occupation,relationship,race,sex,native-country,income>50K
0,1,15,3,1,2,4,0,39,1
1,0,12,4,3,0,0,0,11,1
2,1,15,6,5,2,3,0,29,1
3,4,9,2,0,0,4,1,38,1
4,6,6,0,2,0,4,0,38,0
5,0,13,6,6,5,0,1,33,1
6,8,6,0,1,2,2,1,5,1
7,4,13,1,6,5,0,1,26,0
8,8,0,4,4,2,1,0,30,0
9,2,15,6,13,2,2,1,40,1
10,6,6,3,14,2,2,0,9,0
11,6,5,4,3,2,0,0,35,0
12,4,7,5,3,3,0,0,33,0
13,8,5,6,7,4,1,0,13,1
14,3,15,1,3,0,1,0,24,1
15,8,3,3,13,2,2,0,15,0
16,7,12,6,0,0,0,0,1,1
17,8,3,0,4,0,0,1,36,0
18,2,5,1,1,1,1,1,36,0
19,4,13,5,8,3,4,0,29,0
20,1,6,4,10,1,1,1,37,1
21,3,5,4,1,2,1,1,21,0
22,7,13,0,11,5,0,0,26,0
23,5,9,0,2,0,3,1,18,0
24,0,13,2,14,0,4,0,19,0
25,7,6,5,13,0,4,1,39,1
26,0,5,6,12,5,4,1,36,0
27,5,9,4,9,3,4,0,32,1
28,4,11,4,12,4,0,0,12,0
29,2,3,1,5,2,4,1,20,0
30,7,3,5,13,0,1,1,17,0
31,7,1,1,13,1,0,1,16,0
32,3,1,2,10,4,4,0,6,0
33,1,11,0,5,1,0,1,34,1
34,2,2,3,3,4,1,0,28,0
35,4,6,0,1,1,0,1,36,0
36,8,15,0,13,3,3,0,17,0
37,8,5,0,4,3,0,1,11,0
38,6,10,1,2,2,3,0,19,0
39,0,13,1,2,5,2,0,28,1
40,0,3,4,12,0,1,0,14,0
41,8,9,3,11,2,0,1,41,1
42,2,9,2,6,2,2,1,30,0
43,1,15,2,14,1,3,0,18,1
44,6,2,1,1,1,1,0,24,0
45,8,1,3,9,2,4,1,30,1
46,8,8,6,12,1,3,0,35,1
47,2,9,6,8,4,0,0,0,0
48,8,2,4,2,3,2,0,17,1
49,2,13,6,7,3,3,1,32,1
50,2,0,5,14,3,2,1,38,0
51,8,10,3,11,1,1,1,2,1
52,0,4,3,5,3,0,1,21,0
53,7,12,1,6,3,0,1,20,0
54,3,9,5,5,0,1,0,17,0
55,5,6,5,11,0,2,1,2,1
56,4,11,6,7,2,4,0,31,1
57,3,9,6,13,3,4,1,8,1
58,1,10,3,11,1,1,1,18,1
59,0,6,6,7,1,0,1,32,0
60,5,5,3,6,4,0,1,14,0
61,2,11,5,1,1,2,0,37,1
62,0,14,6,13,3,1,1,15,1
63,3,0,2,13,4,3,1,37,0
64,3,3,3,14,4,3,0,37,0
65,8,0,1,13,3,2,1,2,0
66,5,15,5,4,4,0,0,2,1
67,2,15,1,4,3,2,0,28,1
68,0,4,3,11,2,3,0,27,1
69,2,7,0,0,5,1,0,29,1
70,3,2,4,5,1,3,1,18,0
71,4,6,4,9,5,1,1,16,0
